subject,model,nll,cv_nll,params
A2MYB6MLQW0IGN:3TYCR1GOTDRCCQYD1V64UK7OE48LZS,random_model,3574.8095818793263,3574.809581879292,[0.3819660112501051]
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,gamma_only_model,2985.4214093755095,2986.336736038749,[0.12912213707495862]
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,gamma_0_model,2999.984674000557,3000.7583192653815,[0.5931657117702841]
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,gamma_no_same_model,3040.1306042824353,3041.0703539845053,[0.166896634905229]
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,eureka_model,3121.4542083155293,3125.874178604247,"[12.000000060441327, 0.7215798042262311]"
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,forward_search,3119.4123073451547,3121.8079675254025,"[1.2664343585833326, 74967.0]"
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,opt_rand_model,3146.058398275902,3147.570600400848,[0.7792926459100611]
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,hill_climbing_model,3178.5362475767556,3183.7457045692263,"[0.5389028439479098, -0.9180738499003663, -0.22169131873879488]"
A3GOOI75XOF24V:3TMFV4NEP9MD3O9PWJDTQBR0HZYW8I,random_model,3287.289127366404,3287.289127366363,[0.3819660112501051]
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,gamma_only_model,2026.0907230073196,2027.3487873069118,[0.049538518848486444]
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,gamma_0_model,2066.8882738717125,2068.7844009330706,[0.31604871964140696]
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,gamma_no_same_model,2157.4526667423493,2158.874555977831,[0.07180868050626076]
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,eureka_model,2136.599242181475,2153.551715757983,"[13.036524227334468, 0.46117923286240653]"
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,forward_search,2174.7686061521167,2183.2386029128024,"[1.0181495932330384, 4.99687745e8]"
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,opt_rand_model,2142.8343364450784,2143.5891627769734,[0.48641935475992987]
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,hill_climbing_model,2529.721600808087,2535.289302043774,"[0.382810684226364, -1.183977887864463, 0.1460058612426233]"
A1HFNOKU591WCY:3XLBSAQ9Z5KDX59BX15UBFPNNHYZ7Q,random_model,2672.2984741795103,2672.2984741794985,[0.3819660112501051]
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,gamma_only_model,2812.93731375822,2813.9081169198917,[0.04918929457762841]
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,gamma_0_model,2824.069168138294,2825.120182958109,[0.3250633662805154]
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,gamma_no_same_model,3002.29601427006,3003.2471883948474,[0.07438707445262559]
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,eureka_model,2909.1435194261217,2920.7893429876813,"[13.95009670023517, 0.4388767310349781]"
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,forward_search,3007.9212822905824,3011.992302723811,"[1.691036487280233, 2.029118e7]"
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,opt_rand_model,2922.6742885485337,2923.227958778911,[0.5002384620823249]
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,hill_climbing_model,3472.987850803909,3477.0137998164123,"[0.5953272448242967, -1.071349209159653, 0.13054211221863832]"
A191V7PT3DQKDP:3PMBY0YE28B43VMUKKJ6EDF85RV9C8,random_model,3626.2328787853535,3626.2328787853185,[0.3819660112501051]
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,gamma_only_model,1268.5143099203426,1270.7926492830775,[0.09638704887835535]
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,gamma_0_model,1273.2663159865747,1274.8655826533175,[0.46208048514917005]
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,gamma_no_same_model,1282.5863855699217,1283.0894677723181,[0.10676345756081224]
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,eureka_model,1291.0939534382126,1308.552044224946,"[11.979753458049602, 0.5285751958855365]"
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,forward_search,1281.9320883581006,1294.513995756749,"[1.2176711519158514, 7.7248114e7]"
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,opt_rand_model,1292.222886214219,1294.8003280409118,[0.5862211025665945]
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,hill_climbing_model,1440.0496834613368,1444.3869820365862,"[0.7694495877268595, -0.8766524200545323, -0.4187657809426106]"
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,random_model,1495.48252752073,1495.4825275207243,[0.3819660112501051]
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,gamma_only_model,1281.2404484113108,1282.0736701344779,[0.04908096247065723]
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,gamma_0_model,1287.8933802041536,1288.504102231221,[0.34114929259319465]
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,gamma_no_same_model,1368.3553167667303,1369.0321049931922,[0.07445688378100578]
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,eureka_model,1353.543748928337,1361.2041830891226,"[17.000000000000213, 0.5165387755458495]"
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,forward_search,1393.8726665640813,1398.6576484415332,"[0.9016994374947426, 3.7807466e7]"
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,opt_rand_model,1352.1250021243418,1352.1745806885363,[0.5226359517064113]
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,hill_climbing_model,1569.4160318909103,1571.4708706963893,"[0.536135834623678, -1.1680473293256228, 0.2778772598734455]"
AMW2XLD9443OH:37QW5D2ZRHUKW7SGCE3STMOFBMK8SX,random_model,1661.0963467525985,1661.096346752594,[0.3819660112501051]
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,gamma_only_model,2411.08205439486,2412.0592071919154,[0.08351968953056577]
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,gamma_0_model,2426.8473396164454,2428.8784198033563,[0.4609759852801797]
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,gamma_no_same_model,2476.310513123172,2476.588136384409,[0.10818809843423566]
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,eureka_model,2536.553065737896,2537.5819446257606,"[11.984507093425378, 0.5629309831548164]"
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,forward_search,2596.954362813443,2611.984075381824,"[1.4156381561864158, 1.889192e6]"
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,opt_rand_model,2558.2555851960715,2560.0611264203108,[0.6426367610160373]
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,hill_climbing_model,2739.666252741331,2744.8800374860557,"[0.016563218974571647, -1.115272115754683, 0.025779670648207822]"
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,random_model,2863.49455208851,2863.494552088483,[0.3819660112501051]
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,gamma_only_model,2641.1406382649484,2641.9731029097293,[0.05721421640472826]
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,gamma_0_model,2689.74471614837,2690.23523962884,[0.3684385324024106]
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,gamma_no_same_model,2809.961664418239,2813.067630031422,[0.08923400323562236]
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,eureka_model,2782.843154470896,2783.361890084891,"[11.981963674803005, 0.4234412596126884]"
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,forward_search,2845.227220308356,2847.944354953835,"[1.4589803375031547, 9.056428e6]"
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,opt_rand_model,2840.0622128520463,2841.1339434770744,[0.5529605520137713]
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,hill_climbing_model,3221.4943739053756,3223.6215277881065,"[0.5300214030228533, -1.2094142850377434, 0.01497253822484161]"
A1GQS6USF2JEYG:33F859I567LE8WC74WB3GA7E94XBHW,random_model,3405.9209186692665,3405.92091866923,[0.3819660112501051]
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,gamma_only_model,1034.6387764143458,1035.6968478204572,[0.043032550254253364]
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,gamma_0_model,1034.3212127627573,1035.0463149199477,[0.25371602533112797]
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,gamma_no_same_model,1103.813977599241,1104.4820385942812,[0.059029026273716145]
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,eureka_model,1036.3628461799628,1039.287174340992,"[13.982462677096722, 0.3706156609252114]"
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,forward_search,1040.5608644150846,1044.3927079394393,"[0.8246320309552533, 1.0e10]"
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,opt_rand_model,1037.6705424817867,1040.2505926294862,[0.3765058640715701]
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,hill_climbing_model,1363.0990089355596,1364.152443655031,"[0.6133380365828693, -1.3541520361576098, -0.30605324457248545]"
A2RCYLKY072XXO:3TAYZSBPLMG9ASQRWXURJVBCPLN2SH,random_model,1464.0003018829343,1464.00030188293,[0.3819660112501051]
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,gamma_only_model,1187.108464192984,1188.0171061644382,[0.07139008138472949]
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,gamma_0_model,1201.118298510856,1201.9863829153076,[0.40968460636271886]
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,gamma_no_same_model,1245.9719925327583,1246.4279096495604,[0.1050270731943889]
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,eureka_model,1247.9288483062192,1251.4487622625488,"[10.999976898433255, 0.49626305457065767]"
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,forward_search,1275.0679177561074,1283.7666721232995,"[1.548552853824876, 3.0724688e7]"
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,opt_rand_model,1249.2102032365863,1249.643170270828,[0.5893824348197318]
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,hill_climbing_model,1388.4689193351946,1390.811969894769,"[0.012763453559144496, -1.0426768854063746, 0.02744713730778604]"
A1XDMS0KFSF5JW:3M0BCWMB8W4W5M7WZVX3HDH1M3FBWL,random_model,1442.830885891199,1442.8308858911955,[0.3819660112501051]
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,gamma_only_model,1578.7622269570763,1581.1757940477685,[0.06414213821406974]
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,gamma_0_model,1586.5848275224025,1587.656092393742,[0.37471946214395657]
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,gamma_no_same_model,1663.3809375385465,1664.028738716189,[0.0918411977758627]
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,eureka_model,1610.755926760849,1614.8973903137596,"[16.000000000000203, 0.5050257981251215]"
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,forward_search,1614.0425614163983,1615.5707866691407,"[0.9327556376461612, 7.5662185e8]"
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,opt_rand_model,1608.3799139578064,1608.987198590548,[0.506496608122087]
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,hill_climbing_model,1891.9330171509184,1894.3719574989793,"[0.1566899787122163, -1.0908969543682543, -0.153453781125807]"
A1N1EF0MIRSEZZ:3R5F3LQFV3SKIB1AENMWM1BICT5OZB,random_model,1979.4342596414908,1979.4342596414751,[0.3819660112501051]
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,gamma_only_model,1563.5742305764045,1563.9441480892683,[0.04178835229643333]
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,gamma_0_model,1580.5832410428202,1581.0026169369846,[0.2614298248227061]
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,gamma_no_same_model,1657.4382068328755,1657.5558124069337,[0.055989770963952475]
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,eureka_model,1550.42125568471,1552.7684943259987,"[10.872920871051754, 0.2737300325551398]"
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,forward_search,1521.1814534390244,1523.1764085080943,"[0.9331577152349615, 1.0e10]"
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,opt_rand_model,1552.698395866945,1554.2010708309635,[0.3754671397732208]
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,hill_climbing_model,2032.7125359529502,2035.0662578478941,"[0.7437439837885929, -1.20049093439114, 0.20666445350961252]"
AXKM02NVXNGOM:33PPO7FECWN7JOLBOAKUBCWTC0AIDL,random_model,2157.953717738488,2157.9537177384727,[0.3819660112501051]
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,gamma_only_model,4241.1668539318025,4242.029952053876,[0.11576502126564575]
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,gamma_0_model,4273.294692336677,4273.896694820584,[0.5645622369223119]
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,gamma_no_same_model,4350.519238716811,4352.226287498561,[0.15599209537687056]
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,eureka_model,4475.164795991302,4477.55393346338,"[17.000069495797202, 0.7641303951730778]"
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,forward_search,4500.774510392336,4505.844171550157,"[1.335241480243177, 118870.0]"
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,opt_rand_model,4475.08910203192,4477.360459805117,[0.7640751003537989]
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,hill_climbing_model,4532.017262120148,4534.550471680182,"[0.011471643541834118, -0.9349415953833631, 0.19925374877166432]"
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,random_model,4688.097854561338,4688.097854561287,[0.3819660112501051]
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,gamma_only_model,152.39815894794043,152.93699918678067,[0.06009168045072488]
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,gamma_0_model,156.34288962490638,157.29813216857997,[0.34065607120763153]
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,gamma_no_same_model,162.15920348313196,162.69280586325294,[0.08579943635748813]
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,eureka_model,162.02666171999616,165.52941312000812,"[12.499999051762389, 0.46542358676782936]"
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,forward_search,155.38009878518358,156.25099992455284,"[1.0785158790196032, 1.0e10]"
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,opt_rand_model,163.54560686563644,166.45329557066944,[0.4979734311387639]
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,hill_climbing_model,178.79308016237738,183.5216644637294,"[0.8095290388093715, -1.7418942253704848, -0.7905249680816047]"
A30AGR5KF8IEL:3EWIJTFFVPF14ZIVGF68BQEIRXP0ER,random_model,200.91347562112713,200.9134756211272,[0.3819660112501051]
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,gamma_only_model,2042.7575507026606,2044.7082203807124,[0.07425163190262267]
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,gamma_0_model,2055.6360767381525,2055.99560696604,[0.3901210123780661]
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,gamma_no_same_model,2113.8652173244363,2115.45718189958,[0.09649909345668078]
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,eureka_model,2096.225614538687,2122.1998311778725,"[11.979895358683047, 0.46048066690411]"
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,forward_search,2048.5912728894227,2074.9011438231087,"[1.1738891989349778, 1.315585624e9]"
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,opt_rand_model,2096.194910113868,2096.802404711878,[0.5314388223646962]
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,hill_climbing_model,2389.158946290941,2391.718593231889,"[0.3776311959328115, -1.0196940936833812, -0.10608771507961183]"
A3OB6REG5CGHK1:3STRJBFXOXZ5687WA35LTWTS7QZKTT,random_model,2494.8978395444815,2494.897839544467,[0.3819660112501051]
